Origen,Provincia,Estadillo,Cla,Subclase,CoorX,Coory,Tipo,Vuelo1,Pasada1,Foto1,Vuelo2,Pasada2,Foto2,Ano,INE,Nivel1,Nivel2,Nivel3,FccTot,FccArb,DisEsp,ComEsp,Rocosid,Textura,MatOrg,PhSuelo,FechaPh,HoraPh,TipSuelo1,TipSuelo2,TipSuelo3,MErosiva,ModComb,EspCMue,PresReg,EfecReg,CortaReg,MejVue1,MejVue2,MejSue1,MejSue2,Orienta1,Orienta2,MaxPend1,MaxPend2,Localiza,Acceso,Levanta,Obser,Equipo,JefeEq,FechaIni,HoraIni,FechaFin,HoraFin,Tiempo,Resid,RumboF1,RumboF2,DistFoto,CarFoto1,NumFoto1,ConFoto1,CarFoto2,NumFoto2,ConFoto2,Estado,Tecnico
49,49,74,A,4C,NA,NA,0,1997,,3-1,1985,L,4,2002,174,1,1,2,100,20,1,1,4,2,1,4,10/03/02 00:00:00,12/30/99 11:38:00,1,2,1,1,7,4,NA,NA,0,0,,5,,360,0,12.8,0,2,3,3,"NO ENCONTRADO EL REJON POR FALTA DE PIES MAYORES Y REFERENCIAS CLARAS DEL IFN2.
SP ARBOREA COMPROBADA Y CORRECTA.
  HA SIDO PRECISO PODAR RAMAS PARA FACILITAR LA      MEDICION.
PINO A 11.50 MT Y 67 GRADOS NO ENTRA POR DIAMETRO. PINO A 12.60 MT Y 110 GRADOS NO ENTRA POR DIAMETRO.
PIE 2 ENTRA POR PTE.
PINO A 345 GRADOS Y 6.80 MT NO ENTRA POR DIAMETRO. ACCESO Y LEVANTAMIENTO DIFICIL POR LA PENDIENTE Y LA CANTIDAD Y ALTURA DEL MATORRAL.
SP MATORRAL 4104 CORRESPONDE A CYTISUS  SCOPARIUS Y MULTIFLORUS.
FUERA DE LOS 25 MT HAY REBOLLO.
EN LOS ALREDEDORES SE VEN PINOS CON BOLSONES DE PROCESIONARIA.",3,26,10/03/02 00:00:00,12/30/99 10:21:42,10/03/02 00:00:00,12/30/99 11:42:41,81,166,200,290,10,353112,8,33,353112,7,34,D,5
49,49,75,A,1,NA,NA,0,1997,,3-2,1985,L,5,2002,50,1,1,1,95,50,1,1,1,3,1,4,10/16/02 00:00:00,12/30/99 10:50:00,1,2,1,1,6,5,NA,NA,0,0,,0,,33,0,4.2,0,1,1,3,NO ENCUENTRO EL REJON PORQUE EN EL INFO2 NO ENTRARON ARBOLES Y NO HAY REFERENCIAS. HEMOS INTERRUMPIDO EL LEVANTAMIENTO DE LA PARCELA 2 HORAS APROXIMADAMENTE POR FUERTE LLUVIA Y AIRE. NO ENTRAN PIES MAYORES.,3,26,10/16/02 00:00:00,12/30/99 09:45:00,10/16/02 00:00:00,12/30/99 11:00:00,75,166,41,259,10,353524,30,11,353524,29,12,D,5
49,49,76,A,1,NA,NA,0,1985,L,6,1997,,3-2,2002,50,1,1,1,95,70,1,2,2,2,1,4,10/21/02 00:00:00,12/30/99 12:10:00,1,2,1,1,5,6,NA,NA,4,0,,0,,350,0,3.2,0,3,1,2,"ENCONTRADO EL REJON POR LAS REFERENCIAS Y FOTO DEL IFN2.
FCC     ARBOREA COMPROBADA Y CORRECTA.
 PIE 10 MEDIDO A 0.70 MT PARA EVITAR RAMAS EN EL FUSTE A 1.30 MT, FORMA COMPROBADA Y CORRECTA.
 PIE 12 RUMBO COMPROBADO. FUERA DE LOS 5.00 MT HAY REGENERACION DE CASTAÑO Y  ARRACLAN.

CORTARON ALGUN REBOLLO GRUESO DE LA PARCELA. SP     MATORRAL 4104 CORRESPONDE A CYTISUS MULTIFLORUS Y C. SCOPARIUS. FISIOGRAFIA COMPROBADA Y CORRECTA.
OTRO MODELO     DE COMBUSTIBLE 06.
DIFICULTADES POR VIENTO Y LLUVIA.
EN LOS  ALREDEDORES HAY ABEDULES.",3,26,10/21/02 00:00:00,12/30/99 10:56:09,10/21/02 00:00:00,12/30/99 12:19:27,83,166,205,330,10,353495,40,1,353495,39,2,D,5
49,49,78,A,4C,NA,NA,0,1997,,3-3,1985,L,5,2002,174,1,1,2,100,40,1,1,3,2,2,4,10/03/02 00:00:00,12/30/99 14:27:00,1,2,1,1,7,2,NA,NA,0,4,,5,,35,0,6,0,2,1,1,"NO ENCONTRADO EL REJON NI EL CENTRO DE LA PARCELA POR FALTA DE PIES MAYORES Y REFERENCIAS CLARAS DEL IFN2.
LA PARCELA DEL IFN3 CAE EN UNA FRANJA DE UNA LINEA DE ALTA TENSION NO TESELADA, CON LOS PINOS DE DICHA FRANJA CORTADOS PARA TENER LIMPIA  LA  LINEA.
FCC ARBOREA COMPROBADA.
FUERA DE LOS 5.00 MT HAY REGENERACION DE REBOLLO Y PIES MENORES DE PINO SILVESTRE. HAY RESTOS DE CORTAS Y PINOS CORTADOS POR EL SUELO MEDIO PODRIDOS CON DIAMETROS PEQUEÑOS (100-150 MM APROX).
POSTE DE CEMENTO A 145 GRADOS Y 48.60  MT.
CERCA DE LA PARCELA DIRECCION SUROESTE PASA LA AUTOVIA DE NUEVA CONSTRUCCION A-52.",3,26,10/03/02 00:00:00,12/30/99 13:38:57,10/03/02 00:00:00,12/30/99 14:36:55,58,166,215,340,10,353112,6,35,353112,5,36,D,5
49,49,79,A,4C,NA,NA,0,1997,,3-3,1985,M,3,2002,100,1,1,1,95,35,1,2,2,2,2,4,10/15/02 00:00:00,12/30/99 14:31:00,1,2,1,1,5,2,NA,NA,9,0,,0,,193,0,7.2,0,2,2,2,NO HEMOS ENCONTRADO LA PARCELA POR NO TENER PIES EN EL IFN2 NI REFERENCIAS. EL PIE N1 ENTRA POR PENDIENTE. NO HAY REGENERACION EN 5 M. LAS CORTAS SON DEBIDAS A UNA LINEA ELECTRICA. HA LLOVIDO DURANTE EL LEVANTAMIENTO.,3,26,10/15/02 00:00:00,12/30/99 13:07:00,10/15/02 00:00:00,12/30/99 14:40:00,93,166,97,4,10,353524,34,7,353524,33,8,D,5
49,49,80,A,4C,NA,NA,0,1997,,3-3,1985,M,4,2002,174,1,1,1,95,60,1,2,1,3,1,4,10/21/02 00:00:00,12/30/99 15:02:00,1,2,1,1,4,6,NA,NA,0,0,,0,,168,0,8,0,1,2,3,"NO ENCUENTRO EL REJON PORQUE ANTES NO ENTRARON ARBOLES Y NO HAY REFERENCIAS. REBOLLO A 158 G NO ENTRA POR DM.
REBOLLO A 181 G NO ENTRA POR DM.",3,26,10/21/02 00:00:00,12/30/99 13:50:16,10/21/02 00:00:00,12/30/99 15:19:00,89,166,282,303,5,353524,38,3,353524,37,4,D,5
49,49,81,A,1,NA,NA,0,1985,M,6,1997,,3-4,2002,174,1,1,1,100,40,1,1,2,2,1,4,09/13/02 00:00:00,12/30/99 11:39:00,1,2,1,1,2,4,NA,NA,0,0,,0,,165,0,1.2,0,3,1,2,"ENCONTRADO EL REJON POR LOS PIES MAYORES Y FOTO DEL IFN2.
10% RESTO SP.
LOS OLMOS ESTAN MUERTOS.
PIE CON RUMBO 210 GRADOS Y 23.20 MT ESTA MUERTO POR LA ACCION DE LA HIEDRA.
LOS PIES 4, 5 Y 7 TIENEN LA GUIA TERMINAL ROTA.
A MAS DE 10 MT HAY LONICERA  PERICLYMENUM.
LOCALIZACION DIFICIL PORQUE LOS PIES MAYORES DEL IFN2 ESTABAN MUERTOS.",3,70,09/13/02 00:00:00,12/30/99 09:50:00,09/13/02 00:00:00,12/30/99 11:50:00,120,166,251,380,10,353497,32,9,353497,31,10,D,5
49,49,82,A,1,NA,NA,0,1985,M,12,1997,,4-4,2002,166,1,1,1,90,60,1,2,2,2,2,4,10/07/02 00:00:00,12/30/99 12:06:00,1,2,1,1,7,4,NA,NA,0,0,,0,,395,0,3.5,0,3,3,3,LA PARCELA LA HE ENCONTRADO POR MEDIO DE LOS PIES DEL IFN2. DIFICULTAD DE ACCESO Y LEVANTAMIENTO POR LA GRAN CANTIDAD DE MATORRAL.,7,37,10/07/02 00:00:00,12/30/99 11:15:38,10/07/02 00:00:00,12/30/99 12:17:16,62,214,80,230,5,353133,2,39,353133,1,40,D,5
49,49,83,A,4,NA,NA,1,1997,,3-3,1985,M,3,2002,174,NA,,,0,0,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,0,0,0,0,3,3,3,"PARCELA INACCESIBLE POR EXISTENCIA DE FUERTES PENDIENTES, CON VARIOS ARROYOS QUE HAY QUE CRUZAR Y ABUNDANCIA DE MATORRAL DE RETAMA, BREZO Y ZARZA DE GRAN ALTURA. HAY REBOLLO, ABEDUL Y SERBAL DE CAZADORES COMO SP. FORESTALES EN LA ZONA.",3,26,10/21/02 00:00:00,12/30/99 17:45:40,10/21/02 00:00:00,12/30/99 17:47:58,2,166,,,,353524,40,1,353524,39,2,D,5
49,49,84,A,4,NA,NA,0,1997,,4-4,1985,M,12,2002,166,1,1,1,80,30,1,2,3,2,2,4,10/07/02 00:00:00,12/30/99 15:03:00,1,2,1,1,6,3,NA,NA,0,0,,0,,30,0,3,0,3,2,1,LA PARCELA NO LA HE ENCONTRADO POR FALTA DE REFERENCIAS. NO HAY PIES MAYORES.,7,37,10/07/02 00:00:00,12/30/99 14:21:01,10/07/02 00:00:00,12/30/99 15:14:34,53,214,350,28,10,977409,40,1,977409,39,2,D,5
49,49,85,A,1,NA,NA,0,1997,,4-3,1985,M,9,2002,166,1,1,2,80,20,1,1,4,2,2,4,09/17/02 00:00:00,12/30/99 15:41:00,1,2,1,1,7,0,NA,NA,0,0,,5,,30,0,4.5,0,2,2,2,"NO ENCONTRADO EL REJON POR FALTA DE REFERENCIAS CLARAS DEL IFN2.
POR LA PARCELA PASO UN INCENDIO HACE UNOS 11 AÑOS. CLASIFICADA COMO A1 PORQUE EN EL IFN2 TAMPOCO SE MIDIERON PIES MAYORES. SP MATORRAL 0117 CORRESPONDE A HALIMIUM ATRIPLICIFOLIUM. FCC ARBOREA COMPROBADA.
LOS PINOS EN  REGENERACION ESTAN ATACADOS POR PROCESIONARIA.",3,26,09/17/02 00:00:00,12/30/99 15:06:00,09/17/02 00:00:00,12/30/99 15:52:00,46,166,175,325,10,353497,20,21,353497,19,22,D,5
49,49,86,A,1,NA,NA,0,1997,,4-3,1985,M,9,2002,166,1,2,2,85,15,1,1,4,2,2,4,09/17/02 00:00:00,12/30/99 13:17:00,1,2,1,1,7,0,NA,NA,0,0,,5,,225,0,4,0,2,2,1,"NO ENCONTRADO EL REJON POR FALTA DE REFERENCIAS CLARAS DEL IFN2.
POR LA PARCELA PASO UN INCENDIO HACE UNOS 11 AÑOS APROX. Y POSTERIORMENTE REPOBLARON OTRA VEZ LA ZONA. CLASIFICADA COMO A1 PORQUE LA PARCELA DEL IFN2 ERA UNA ZONA QUEMADA SIN PIES MAYORES.
FCC ARBOREA COMPROBADA Y CORRECTA.
SP MATORRAL 0117 CORRESPONDE A HALIMIUM ATRIPLICIFOLIUM.
ALGUNOS PINOS EN REGENERACION TIENEN PROCESIONARIA.
ZONA FRECUENTADA POR CIERVOS.",3,26,09/17/02 00:00:00,12/30/99 12:40:00,09/17/02 00:00:00,12/30/99 13:28:00,48,166,175,275,10,353497,22,19,353497,21,20,D,5
49,49,87,A,1,NA,NA,0,1997,,4-3,1985,M,9,2002,166,1,1,2,100,25,1,1,3,2,2,4,09/12/02 00:00:00,12/30/99 12:14:00,1,2,1,1,7,1,NA,NA,0,0,,5,3,265,0,1,0,2,2,1,"NO ENCONTRADO EL REJON PORQUE LOS PIES MAYORES DEL IFN2 ESTABAN MUERTOS (QUEMADOS) Y AHORA ES UNA NUEVA REPOBLACION. POR LA PARCELA PASO UN INCENDIO HACE UNOS 10-11 AÑOS APROX., POSTERIOR A ESTE REPASARON LAS TERRAZAS Y REPOBLARON OTRA VEZ LA ZONA AFECTADA POR EL INCENDIO (UNAS 2000 HECTAREAS). CLASIFICADA COMO A1 PORQUE ES LA MISMA MASA EN EL PINCHAZO DEL IFN2 E IFN3, SIN PIES MAYORES.
FCC ARBOREA CORRECTA.
HAY RESTOS DE MADERA MUERTA DEL INCENDIO.
SP MATORRAL 0117 CORRESPONDE A HALIMIUM ALYSSOIDES.",3,70,09/12/02 00:00:00,12/30/99 10:22:13,09/12/02 00:00:00,12/30/99 12:25:48,133,166,320,235,10,353497,36,5,353497,35,6,D,5
49,49,88,A,1,NA,NA,0,1985,M,13,1997,,4-4,2002,166,1,1,1,85,50,1,2,2,2,2,4,10/08/02 00:00:00,12/30/99 12:39:00,1,2,1,1,7,3,NA,NA,0,0,,0,,70,0,3,0,3,3,2,LA PARCELA LA HE ENCONTRADO POR MEDIO DE LOS PIES Y DE LAS FOTOS DEL IFN2. EL PIE N9 ENTRA POR MEDIA DE SUS DIAMETROS.,7,37,10/08/02 00:00:00,12/30/99 11:37:42,10/08/02 00:00:00,12/30/99 12:50:12,73,214,395,190,10,977409,38,3,977409,37,4,D,5
49,49,89,A,4C,NA,NA,0,1997,,4-4,1985,M,13,2002,166,1,1,1,80,40,1,2,2,2,2,4,10/08/02 00:00:00,12/30/99 15:39:00,1,2,1,1,7,3,NA,NA,0,0,,0,,45,0,3,0,3,3,2,LA PARCELA NO LA HE ENCONTRADO POR FALTA DE REFERENCIAS Y POR NO HABER PIES MAYORES EN EL IFN2.,7,37,10/08/02 00:00:00,12/30/99 15:00:33,10/08/02 00:00:00,12/30/99 15:50:10,50,214,210,40,7,977409,36,5,977409,35,6,D,5
49,49,90,A,4,NA,NA,0,1997,,4-3,1985,M,8,2002,,1,7,2,85,5,1,1,4,2,2,4,09/27/02 00:00:00,12/30/99 12:47:00,1,2,1,1,5,0,NA,NA,0,0,,2,,50,0,5.8,0,2,2,1,"NO ENCONTRADO EL REJON POR FALTA DE REFERENCIAS CLARAS DEL IFN2.
PARCELA DESPLAZADA 25 MT Y 100 GRADOS POR CAER EL PINCHAZO ORIGINAL EN EL BORDE DE LA REPOBLACION.
REPOBLACION DE 5 AÑOS DE EDAD. 
NO HAY PIES MAYORES. EN LOS ALREDEDORES HAY MEZCLA DE PINO SILVESTRE CON PINO PINASTER. SE OBSERVAN MARRAS.",3,26,09/27/02 00:00:00,12/30/99 12:08:02,09/27/02 00:00:00,12/30/99 12:49:43,42,166,205,350,10,353112,24,17,353112,23,18,D,5
49,49,91,A,4,NA,NA,3,1997,,4-3,1985,M,9,2002,166,1,4,-,100,0,9,9,4,2,1,4,09/27/02 00:00:00,12/30/99 15:20:00,1,2,1,1,7,1,NA,NA,0,0,,5,,100,0,6.2,0,2,3,1,"NO ENCONTRADO EL REJON POR FALTA DE REFERENCIAS CLARAS DEL IFN2. LA PARCELA SUFRIO UN INCENDIO HACE UNOS 11 AÑOS, POSTERIORMENTE A ESTE (HACE 8 AÑOS) REPOBLARON OTRA VEZ LA ZONA CON PINO SILVESTRE.

LA FRANJA DONDE SE UBICA LA PARCELA  FUE PLANTADA PERO AHORA EL MATORRAL AHOGO A LOS PINOS Y NO  QUEDA NINGUNO A MENOS DE 30-35 MT; LA PARCELA ES FORESTAL  DESARBOLADA.
FUERA DE LOS 25 MT HAY SALIX CAPREA. EN LOS  ALREDEDORES (A UNOS 100 MT) HAY PINOS LATIZALES DE UNOS 25 AÑOS DE EDAD DE LA MISMA MASA QUE ARDIO POR EL INCENDIO.",3,26,09/27/02 00:00:00,12/30/99 14:45:09,09/27/02 00:00:00,12/30/99 15:25:58,41,166,235,0,10,353112,22,19,353112,21,20,D,5
49,49,92,A,1,NA,NA,0,1997,,4-3,1985,M,9,2002,166,1,2,2,100,15,1,1,4,2,2,4,09/27/02 00:00:00,12/30/99 10:24:00,1,2,1,1,7,0,NA,NA,0,0,,5,,20,0,7,0,2,3,1,"NO ENCONTRADO EL REJON POR FALTA DE REFERENCIAS CLARAS DEL IFN2. POR LA PARCELA PASO UN INCENDIO HACE 11 AÑOS SEGUN EL AGENTE FORESTAL DE LA ZONA, POSTERIORMENTE A ESTE HACE UNOS 8-9  AÑOS REPOBLARON LA SUPERFICIE AFECTADA POR EL FUEGO (UNAS 2000 HA).
CLASIFICADA COMO A1 PORQUE EN EL IFN2 TAMPOCO MIDIERON PIES MAYORES.
FCC ARBOREA COMPROBADA. PREDOMINA  EL  REPOBLADO FRENTE AL MATORRAL.
REJON  A 112.50 MT Y 200 GRADOS DESDE UN MONTON DE PIEDRAS QUE HAY EN EL CAMINO.
ACCESO DIFICIL POR LA ALTURA Y CANTIDAD DEL BREZO.",3,26,09/27/02 00:00:00,12/30/99 09:47:28,09/27/02 00:00:00,12/30/99 10:28:51,41,166,155,320,10,353112,26,15,353112,25,16,D,5
49,49,93,A,1,NA,NA,0,1997,,4-3,1985,M,9,2002,166,1,1,2,90,20,1,1,3,2,2,4,10/23/02 00:00:00,12/30/99 10:25:00,1,2,1,4,7,2,NA,NA,0,0,,5,,40,0,4,0,2,3,2,"NO ENCONTRADO EL REJON POR FALTA DE REFERENCIAS CLARAS DEL IFN2. LA PARCELA SUFRIO UN INCENDIO HACE UNOS 11 AÑOS APROX, POSTERIORMENTE A ESTE REPASARON LAS TERRAZAS ANTIGUAS Y  REPOBLARON NUEVAMENTE LA ZONA AFECTADA POR EL INCENDIO (UNAS 2000 HECTAREAS APROX, SEGUN EL GUARDA DE LA ZONA). LA HE      CLASIFICADO COMO A1 PORQUE EN EL IFN2 LA REGENERACION MEDIDA  ESTABA CALCINADA, Y AHORA NO HAY PIES MAYORES EN EL PUNTO DEL IFN2 NI EN EL CRUCE.
FCC ARBOREA COMPROBADA.
ALGUNOS PIES DE LA REGENERACION ESTAN ATACADOS POR DEFOLIADORES (PROCESIONARIA), CON DAÑO MEDIO.
SP MATORRAL 0117 CORRESPONDE A HALIMIUM ATRIPLICIFOLIUM.
CALICATA HECHA A 100 GRADOS POR CAER LOS 300 GRADOS EN UN CAMINO.
EN LOS ALREDEDORES SE VE UN BOSQUETE DE PINOS LATIZALES DE LA ANTERIOR PLANTACION VIVOS EN  MEDIO DE LA VAGUADA, A UNOS 200 MT APROX Y 250 GRADOS DESDE EL REJON, Y OTROS A 313 GRADOS AL LADO DE UN CORTAFUEGOS. TAMBIEN HAY PINOS DAÑADOS EN EL TRONCO POR LAS CUERNAS DE LOS CIERVOS.",3,26,10/23/02 00:00:00,12/30/99 09:36:52,10/23/02 00:00:00,12/30/99 10:30:33,54,166,250,335,10,353495,34,7,353495,33,8,D,5
49,49,94,A,1,NA,NA,0,1997,,4-3,1985,M,10,2002,166,1,1,2,90,30,1,1,3,2,2,4,09/12/02 00:00:00,12/30/99 15:21:00,1,2,1,1,7,0,NA,NA,0,0,,5,3,236,0,3.2,0,2,2,1,"NO ENCONTRADO EL REJON POR FALTA DE PIES MAYORES DEL IFN2.
POR LA PARCELA PASO UN INCENDIO HACE UNOS 10-11 AÑOS, POSTERIOR A ESTE REPASARON LAS TERRAZAS ANTIGUAS Y REPOBLARON LA ZONA AFECTADA POR EL INCENDIO. CLASIFICADA COMO A1 YA QUE EL PINCHAZO DEL IFN2 ESTA EN LA MISMA MASA QUE EL IFN3 (ES UNA ZONA QUEMADA, SIN PIES MAYORES).
SP MATORRAL 0117 CORRESPONDE A HALIMIUM ALYSSOIDES. FUERA DE LA PARCELA HAY HELECHOS Y ZARZAS.",3,70,09/12/02 00:00:00,12/30/99 14:00:14,09/12/02 00:00:00,12/30/99 15:32:37,92,166,300,111,10,353497,34,7,353497,33,8,D,5
49,49,95,A,1,NA,NA,0,1985,M,10,1997,,4-3,2002,166,1,1,2,60,60,1,1,3,2,2,4,09/17/02 00:00:00,12/30/99 11:23:00,1,2,1,1,11,3,NA,NA,0,4,,3,,385,0,0.5,0,3,1,2,"ENCONTRADO EL REJON POR LA SILICONA DE LOS PIES TIPOS Y CROQUIS DEL IFN2.
A UNOS 5.00 MT HICIERON UN CORTAFUEGOS NUEVO QUE NO APARECE EN LA ORTOFOTO Y NO CONSIDERO COMO TESELA INDEPENDIENTE. HE ESTIMADO LA EDAD SUMANDO 10 AÑOS A LA EDAD DEL IFN2.
FCC ARBOREA COMPROBADA.
 HAN CORTANDO ALGUNOS PINOS PARA PODER HACER EL CORTAFUEGOS.
EL LATIZAL ES ALTO.
PINO A 10.10 MT AL LATERAL SIN PTE Y 283 GRADOS NO ENTRA POR DIAMETRO. PINO A 5.40 MT Y 287 GRADOS CON DIAMETROS 122-123 NO ENTRA.
PINO A 5.50 MT Y 373 GRADOS CON DIAMETROS 120-120 NO ENTRA.
SP MATORRAL 0117 CORRESPONDE A HALIMIUM ATRIPLICIFOLIUM. OTRO MODELO DE COMBUSTIBLE 08.
DIFICULTADES POR LLUVIA Y NIEBLA.",3,26,09/17/02 00:00:00,12/30/99 09:40:00,09/17/02 00:00:00,12/30/99 11:34:00,114,166,357,370,20,353497,24,17,353497,23,18,D,5
49,49,96,A,4C,NA,NA,0,1997,,4-4,1985,M,13,2002,166,1,1,1,95,40,1,2,2,2,2,4,10/11/02 00:00:00,12/30/99 12:31:00,1,2,1,1,7,3,NA,NA,0,0,,0,,305,0,3.8,0,3,3,2,LA PARCELA NO LA HE ENCONTRADO POR FALTA DE REFERENCIAS Y POR NO HABER PIES MAYORES EN EL IFN2. GRAN DIFICULTAD DE ACCESO Y LEVANTAMIENTO A CAUSA DEL BREZO.,7,37,10/11/02 00:00:00,12/30/99 12:00:30,10/11/02 00:00:00,12/30/99 12:42:01,42,214,140,230,7,977409,22,19,977409,21,20,D,5
49,49,97,A,4C,NA,NA,0,1997,,4-4,1985,M,13,2002,166,1,1,1,95,35,1,2,2,2,2,4,10/11/02 00:00:00,12/30/99 15:06:00,1,2,1,1,7,3,NA,NA,0,0,,0,,125,0,2,0,3,3,2,LA PARCELA NO LA HE ENCONTRADO POR FALTA DE REFERENCIAS Y POR NO HABER PIES MAYORES EN EL IFN2.,7,37,10/11/02 00:00:00,12/30/99 14:38:23,10/11/02 00:00:00,12/30/99 15:17:09,39,214,20,125,5,977409,20,21,977409,19,22,D,5
49,49,98,A,1,NA,NA,0,1985,J,1,1997,,1-1,2002,181,1,1,2,100,50,1,1,3,2,2,4,10/17/02 00:00:00,12/30/99 12:44:00,1,2,1,4,7,3,NA,NA,0,0,,5,,315,0,8,0,1,3,2,"ENCONTRADO EL REJON POR LAS REFERENCIAS Y FOTO DEL IFN2. PRESENTES FILIBERTO LOPEZ TECNICO ADMINISTRACION Y DOMINGO    PICAZO TECNICO TRAGSATEC.
HE CONSIDERADO LA MASA PURA.
PIE 7 CONSIDERADO COMO BIFURCADO POR ENCIMA DE 1.30 MT Y NO FORMA 5.
 PIE 9 MEDIDO A 1.00 MT POR CAER EL 1.30 JUSTO EN UNA   BIFURCACION. PINO A 73 GRADOS Y 10.20 MT AL LATERAL SIN PTE NO         ENTRA.
PINO A 384 GRADOS Y 12.30 MT CON DIAMETROS 232-195 NO ENTRA.

FUERA DE LOS 5.00 MT HAY REGENERACION DE PINO (UN PIE     MENOR). RUMBOS COMPROBADOS. HA SIDO PRECISO PODAR RAMAS PARA FACILITAR LA MEDICION. FISIOGRAFIA COMPROBADA.
ACCESO DIFICIL POR LA CANTIDAD Y ALTURA  DEL MATORRAL.
EN LOS ALREDEDORES DE LA PARCELA LA MASA ES   MAS BIEN LATIZAL ALTO, FUERA DE LOS 25 MT.",3,26,10/17/02 00:00:00,12/30/99 10:23:26,10/17/02 00:00:00,12/30/99 12:58:14,155,166,215,30,10,353481,8,33,353481,7,34,D,5
49,49,99,A,4,NA,NA,0,1997,,1-1,1985,J,2,2002,181,1,1,2,95,60,1,1,3,2,2,4,09/05/02 00:00:00,12/30/99 15:21:00,1,2,1,1,7,4,NA,NA,0,0,,5,,40,0,10.2,0,2,3,2,"NO ENCONTRADO EL REJON POR FALTA DE REFERENCIAS CLARAS DEL      IFN2.
PRESENTE DOMINGO PICAZO (TECNICO DE TRAGSATEC). HA SIDO PRECISO PODAR RAMAS PARA FACILITAR LA MEDICION.
PIE 7 ENTRA POR PTE.
PINO A 231 GRADOS Y 10.90 MT NO ENTRA.
NO HAY REGENERACION NI EN LOS 5.00 MT NI FUERA.",3,26,09/05/02 00:00:00,12/30/99 13:47:39,09/05/02 00:00:00,12/30/99 15:31:56,104,166,105,360,10,353490,14,27,353490,13,28,D,5
49,49,100,A,4,NA,NA,0,1997,,1-1,1985,J,4,2002,181,1,1,2,100,85,1,1,3,2,2,4,09/04/02 00:00:00,12/30/99 13:22:00,1,2,1,1,7,4,NA,NA,0,0,,5,,5,0,5.2,0,2,3,3,"NO ENCONTRADO EL REJON POR FALTA DE REFERENCIAS CLARAS DEL IFN2, HA SIDO PRECISO PODAR RAMAS PARA FACILITAR LA MEDICION Y LIMPIAR LA PARCELA DE BREZO. MASA LATIZAL ALTO.

NO HAY REGENERACION DE PINO NI EN 5.00 MT NI FUERA.
FUERA DE LOS 5.00 MT HAY REBOLLO.
DENDROMETRIA COMPROBADA.",3,26,09/04/02 00:00:00,12/30/99 11:35:08,09/04/02 00:00:00,12/30/99 13:39:45,125,166,135,325,10,353490,20,21,353490,19,22,D,5
49,49,101,A,1,NA,NA,0,1985,J,4,1997,,1-2,2002,62,1,1,2,100,55,1,2,2,2,1,4,09/25/02 00:00:00,12/30/99 16:34:00,1,2,1,1,7,4,NA,NA,0,0,,5,,70,0,6,0,1,3,3,"ENCONTRADO EL REJON POR LAS REFERENCIAS DEL IFN2 Y ORTOFOTO DEL IFN3. FCC ARBOREA COMPROBADA. HA SIDO PRECISO PODAR RAMAS PARA FACILITAR LA MEDICION.
EN LOS ALREDEDORES, FUERA DE LOS 25 MT EL ESTADO DE LA MASA ES LATIZAL. EDAD DE LA MASA CALCULADA SUMANDO 10 AÑOS A LA EDAD DEL IFN2. AL SAUCE CABRUNO NO LE DOY OCUPACION POR SU ESCASEZ. PINO A 10.50 MT Y 46 GRADOS CON DM 213-227 NO ENTRA. FUERA DE 5.00 MT HAY REGENERACION DE SAUCE CABRUNO.
FUERA DE 25 MT HAY ABEDUL.
ACCESO Y LEVANTAMIENTO DIFICIL POR LA CANTIDAD Y ALTURA DEL MATORRAL. HAY ABUNDANCIA DE HELECHOS.",3,26,09/25/02 00:00:00,12/30/99 14:34:42,09/25/02 00:00:00,12/30/99 16:42:12,127,166,105,30,10,353112,32,9,353112,31,10,D,5
49,49,102,A,4,NA,NA,0,1997,,2-1,1985,J,8,2002,134,1,1,2,100,75,1,1,3,1,2,4,08/21/02 00:00:00,12/30/99 13:45:00,1,2,1,1,7,3,NA,NA,0,0,,5,,35,0,4.8,0,1,2,2,"PARCELA PINCHADA EN EL CRUCE DE COORDENADAS DE LA ORTOFOTO DEL IFN3. 
AUNQUE HAY ALGUN PINO PINASTER DISPERSO NO LE DOY OCUPACION POR SU ESCASEZ.
  HA SIDO PRECISO PODAR RAMAS PARA FACILITAR LA MEDICION.
PINO PINASTER BIFURCADO >1.30 MT A 371  GRADOS NO ENTRA POR DISTANCIA.
 NO HAY REGENERACION EN 5.00 MT, FUERA HAY REGENERACION DE PINO LARICIO (UN PIE MENOR). FUERA DE LOS 25 MT HAY PINO SILVESTRE.
MARCO DE PLANTACION (2X1).",3,26,08/21/02 00:00:00,12/30/99 12:19:39,08/21/02 00:00:00,12/30/99 13:52:53,93,166,335,120,10,353522,22,19,353522,21,20,D,5
